Label_L	X(m)	Y(m)	Z(m)	Yaw(deg)	Pitch(deg)	Roll(deg)	Omega(deg)	Phi(deg)	Kappa(deg)	Label_R	X(m)	Y(m)	Z(m)	Yaw(deg)	Pitch(deg)	Roll(deg)	Omega(deg)	Phi(deg)	Kappa(deg)
pangyo11/049_L.png	860.1038732166178	-410.52133055568135	7.657983487610128	80.99307444426884	86.77482979564134	-10.162897619977423	-20.239450094922194	-86.61633968332319	-109.70226471063525	pangyo11/049_R.png	860.1500912099779	-411.09807019072065	7.6443132342203475	77.16341560168175	86.49905070502949	-13.7262125176779	-15.030682508804862	-86.47853088248505	-104.22613485388372
pangyo12/049_L.png	0	0	0	0	0	0	0	0	0	pangyo12/049_R.png	0	0	0	0	0	0	0	0	0
pangyo13/049_L.png	413.4010374927344	-4.171132635613402	4.734930787257721	52.90645631676769	86.96699021618673	-41.301762584215716	-61.762567343353346	-85.18066751785291	-149.84415047241671	pangyo13/049_R.png	413.3864928419338	-5.556754515919146	4.774809350525926	52.82344811298273	86.5983768887577	-40.7892757422657	-54.85729134595198	-85.52385622776326	-142.71592526355815
pangyo14/049_L.png	973.7660366175546	-315.6927340647224	6.103445207283595	180.419107150007	88.09238617235	0.0	-88.17613574244531	0.43668651646643697	-179.45461237795288	pangyo14/049_R.png	973.3657678640053	-315.7059746733646	6.107536664301068	180.65464540545184	87.77745487027222	0.0	-87.91140923942845	0.6819082310952925	-179.26436160587616
pangyo15/049_L.png	0	0	0	0	0	0	0	0	0	pangyo15/049_R.png	0	0	0	0	0	0	0	0	0
pangyo16/049_L.png	888.8985347966342	452.7369951252351	-2.2801715713600967	62.660186026792466	88.33195691365457	0.0	93.46066919854255	-62.60362199638627	3.5724348344789614	pangyo16/049_R.png	889.1461122651873	452.3066821094616	-2.282766620165673	62.57704423232813	88.43461597282261	0.0	92.91948207626866	-62.52783167394758	3.3894217230430113
pangyo17/049_L.png	0	0	0	0	0	0	0	0	0	pangyo17/049_R.png	0	0	0	0	0	0	0	0	0
pangyo18/049_L.png	352.6248596815476	-272.03387687149484	5.16713608464693	11.285475720408657	86.46792635062535	11.238696166790373	86.53574139114079	-0.025889199728896358	-0.6907972665771991	pangyo18/049_R.png	353.13703348282064	-272.0188527697566	5.160296565483004	6.339113043658429	86.26307055844833	6.388404475095968	86.2863056074317	0.06265854752564219	-0.4123162358208843
pangyo19/049_L.png	0	0	0	0	0	0	0	0	0	pangyo19/049_R.png	0	0	0	0	0	0	0	0	0
pangyo20/049_L.png	941.3786028454383	471.1930827883776	-2.5247893946702216	135.93463940347496	88.73382002312171	0.0	-88.25903856887831	-44.04790532465636	-178.59542661352748	pangyo20/049_R.png	941.0099430577778	470.8230620171879	-2.524607650992328	135.85553486500078	88.41357780719643	0.0	-87.8794631876079	-44.11298760564376	-178.07710817931317
pangyo21/049_L.png	439.5615764620985	-5.339632791887442	2.563077429104879	83.80778529201041	88.67229078107952	0.0	80.95358023214561	-83.71491927998608	-9.881814067031337	pangyo21/049_R.png	439.6499635346123	-5.853162951644242	2.5497396525412217	83.71874713478954	88.5999127825296	0.0	78.77185751072584	-83.58306391672015	-11.796260010878385
pangyo22/049_L.png	974.9846097506525	-541.669767232369	8.672475094520662	335.6217702768506	87.00199263357608	-22.963372195609708	87.23895596812093	1.3850460810860548	1.237345709421622	pangyo22/049_R.png	975.4852166679813	-541.6083870983634	8.67313860848802	333.22308205719327	86.64549261956306	-25.21818266137194	86.96445215414906	1.5187085412019106	1.511108382627444
pangyo23/049_L.png	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	pangyo23/049_R.png	-0.6679525815497573	-0.11172766461176387	0.5915070460307167	359.8019530018518	-0.259478190817344	-0.2344211723929653	-0.25866635237542485	-0.23531667224265118	0.19804663753096088
pangyo24/049_L.png	973.4448875055915	-690.712880632421	11.625775770614666	2.0270716162183304	87.55322937730803	0.0	87.57494799679023	-2.039480430036862	0.25028992782140963	pangyo24/049_R.png	974.0931460312557	-690.78144835083	11.630866415725263	349.61227836952355	87.22664439193625	-12.118484227036202	87.28723825856193	-1.7425985058608138	0.5001015947355386
pangyo25/049_L.png	591.5686643552635	-6.729189093785033	2.1076099592132778	91.01371706408345	83.6325922205305	-0.03517760844520717	-9.317782373022006	-83.5470960266054	-99.37221365425285	pangyo25/049_R.png	591.5833881949983	-7.307890983124565	2.1022442873836718	88.40482812158669	83.36925043988101	-2.36336536865017	-6.719618988877113	-83.328883485418	-96.490346142879
pangyo26/049_L.png	0	0	0	0	0	0	0	0	0	pangyo26/049_R.png	0	0	0	0	0	0	0	0	0
pangyo27/049_L.png	337.8267759897693	-599.7504780144409	12.476961997255671	175.4783246494304	89.07714617712297	0.0	-89.27601268818422	-4.5140717055206165	-179.36789373008477	pangyo27/049_R.png	337.17697433975997	-599.8132481920804	12.478896316436089	175.3821891046214	88.72445140350094	0.0	-89.01687092998563	-4.603169770097664	-179.10453092792474
pangyo28/049_L.png	0	0	0	0	0	0	0	0	0	pangyo28/049_R.png	0	0	0	0	0	0	0	0	0
pangyo29/049_L.png	622.3513111116075	-649.4878524089154	14.006815113495978	15.0097112223596	86.75663976917345	-163.70993848277564	-93.11382737494394	-1.303169902618018	-179.16022688424582	pangyo29/049_R.png	621.7688309280085	-649.5014003845565	14.023205823748564	21.929280548745947	86.94435777655399	-156.3119914768289	-92.79934187954265	-1.7866006713761793	-178.85874471530013
pangyo30/049_L.png	335.0914989489601	-517.2066088129782	10.408380603629269	178.94155581810517	89.76784025791392	0.0	-90.22419910725748	-1.0586724460739134	-179.94372645872656	pangyo30/049_R.png	334.6348182734154	-517.2896241074207	10.39027037100115	178.9386663642747	89.70202353352613	0.0	-89.97742953582967	-1.0612165279878778	-179.702461250293
pangyo31/049_L.png	977.3325274594675	-435.20709503754756	7.722616754154257	1.7056746781290066	87.53005226767652	0.0	87.62399696868754	-1.7323117844135767	0.6068645031440331	pangyo31/049_R.png	977.8827373968472	-435.2302186499614	7.735117569874641	342.1219128250679	87.17401402302326	-19.453315556200145	87.33442650488722	-1.5954057849823384	0.867574685537628
pangyo32/049_L.png	967.5489750000348	-706.3454164822801	11.470805067232948	41.326398123529735	87.0862095783188	-141.8171425362601	-92.29335245215415	3.10503409570818	-178.07352370726858	pangyo32/049_R.png	967.0525037996277	-706.332497416987	11.481915516789428	48.2019578602487	87.13523254425303	-134.84326286673485	-92.0225109819725	3.0075258439383687	-177.86176841413632
pangyo33/049_L.png	974.9261905863823	-463.9416036026119	7.644558107527249	299.73712487200794	87.38524235443889	-60.565170838809706	88.71533845646279	-0.3277511705896394	2.2702641416078824	pangyo33/049_R.png	975.3813614946537	-463.9082262824177	7.654178433093555	301.32344327352655	87.02142316982656	-58.994151002805474	88.46613781059628	-0.3516563239823374	2.5441758868797213
pangyo34/049_L.png	967.3802031280336	-12.804331128523627	2.315602183623879	110.00233918622358	87.77005127553673	0.0	-84.39303370226128	-69.87128157171844	-173.61077066476923	pangyo34/049_R.png	967.1636504047818	-13.489209305892722	2.324135740319927	77.65180414193708	87.41210534285382	-31.83907797799248	-83.44552706515648	-70.36429589885303	-172.4577693906267
pangyo35/049_L.png	900.0945489858416	-7.520335859356521	2.7364282840004077	94.33495928022016	78.41784919000173	3.045250836400892	-5.971321863454716	-78.37045585957551	-96.71933426748548	pangyo35/049_R.png	900.0735189743226	-8.259857548101996	2.7376621262707728	92.77898995718994	78.14137702794677	2.232515965902423	-2.3713935379313527	-78.1402047298667	-92.89171005086995
pangyo36/049_L.png	614.0480846815667	-799.341270871449	18.17488446890788	80.3511614063837	85.75382746161092	-94.11323019093628	-90.30572269212813	-5.546781607058992	-175.7942756663193	pangyo36/049_R.png	614.0745132158333	-799.3173638240356	18.16573750391857	83.82118432938789	85.53836203546857	-90.77162479129126	-90.0602926475328	-5.409525919837345	-175.54444902216545
pangyo37/049_L.png	0	0	0	0	0	0	0	0	0	pangyo37/049_R.png	0	0	0	0	0	0	0	0	0
pangyo38/049_L.png	0	0	0	0	0	0	0	0	0	pangyo38/049_R.png	0	0	0	0	0	0	0	0	0
pangyo39/049_L.png	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	pangyo39/049_R.png	0.9206531035720938	0.004535050326205317	-0.009430781119689858	359.6901946619956	-0.27476065118015924	0.7559420897578047	-0.2788442755349711	0.7544453869142054	0.3098286353604603
pangyo40/049_L.png	0	0	0	0	0	0	0	0	0	pangyo40/049_R.png	0	0	0	0	0	0	0	0	0
pangyo41/049_L.png	0	0	0	0	0	0	0	0	0	pangyo41/049_R.png	0	0	0	0	0	0	0	0	0
pangyo42/049_L.png	0	0	0	0	0	0	0	0	0	pangyo42/049_R.png	0	0	0	0	0	0	0	0	0
pangyo43/049_L.png	335.5850451093514	-427.38373845417544	8.590127195850775	188.29889922780345	88.74066500308142	0.0	-88.91992421946496	8.285022759894316	179.17828423963243	pangyo43/049_R.png	335.51074887103084	-427.3798821852013	8.58705523430276	188.32625061861745	88.60946333774669	0.0	-88.66098540199427	8.314251401381672	179.3842495702876
pangyo44/049_L.png	883.8266805882226	-410.9463712422118	7.729842392400905	108.22236260671268	86.70502966484693	26.469364061664184	70.32599337650846	-81.20932546439016	-20.930290476831672	pangyo44/049_R.png	883.9114798347364	-411.48340144548945	7.7143958634295995	102.73473103035485	86.56482132577337	21.211958931686745	69.29452993740436	-80.90974668220574	-21.711316562607273
pangyo45/049_L.png	0	0	0	0	0	0	0	0	0	pangyo45/049_R.png	0	0	0	0	0	0	0	0	0
pangyo46/049_L.png	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	pangyo46/049_R.png	1.016660750019336	-0.01037525532910536	-0.04554648687626363	359.7342807901141	-0.2692228519572332	0.5264277323923047	-0.2716613900718312	0.5251735121111393	0.2657274391066363
pangyo47/049_L.png	676.2857161757711	-8.06034481822769	1.5887276187269743	84.99355187302129	87.66683249370392	0.0	69.37676528563662	-84.7014162539981	-19.138889503641863	pangyo47/049_R.png	676.2821399032755	-8.579200487328336	1.6124405775546578	48.3285560276028	87.31268913794626	-36.59674110178506	66.81002216953438	-84.51467255079463	-21.492063743056622
pangyo48/049_L.png	963.5313077108731	-879.4102971614096	14.684524207291483	28.250905602193836	87.32302898668162	-15.026000649669282	86.45011852112516	-43.23765863727853	-1.7389177557674054	pangyo48/049_R.png	963.9088654973541	-879.7697939616473	14.695122731573901	25.31911645807765	86.98792348223569	-18.016208451553748	86.06346084772714	-43.29108213125435	-1.769186341658036
pangyo49/049_L.png	0	0	0	0	0	0	0	0	0	pangyo49/049_R.png	0	0	0	0	0	0	0	0	0
